indice,caracteristica_hog
1,0.030912009686434653
2,0.00586718920038391
3,0.009839303784032177
4,0.056343483330137785
5,0.37617729313940895
6,0.05296722008956274
7,0.00906119048805941
8,0.006101260422900369
9,0.06953108567538965
10,0.07622827768374286
11,0.05449131107888149
12,0.056164378977893774
13,0.10084725816292019
14,0.37617729313940895
15,0.3464194234949095
16,0.055134177734535945
17,0.04155714021572682
18,0.0
19,0.08509773761810785
20,0.0
21,0.1035283921717966
22,0.2476428993401686
23,0.37617729313940895
24,0.0328324392146608
25,0.17172463451908265
26,0.0
27,0.02470179397588012
28,0.09727446074892009
29,0.004613475119245492
30,0.0
31,0.10472202235552255
32,0.37617729313940895
33,0.31625847912075883
34,0.07385966379679856
35,0.18560283219152618
36,0.0650097712397795
37,0.06743782792427207
38,0.04820751263922766
39,0.04968764663290539
40,0.08921781062457453
41,0.3755527796324128
42,0.30647122276852357
43,0.048776245558553775
44,0.0367648772351933
45,0.0
46,0.07081804176261741
47,0.0
48,0.0
49,0.0
50,0.3755527796324128
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0860570190583103
56,0.00408146098374909
57,0.0
58,0.09264574693387904
59,0.3755527796324128
60,0.27978836125647216
61,0.06534235652467545
62,0.16419958891789446
63,0.05751301091247844
64,0.06793995157291736
65,0.047309720645846765
66,0.10200448921257942
67,0.1163443275815989
68,0.3755527796324128
69,0.3755527796324128
70,0.12087156959296438
71,0.024463295334466263
72,0.0
73,0.08025628160422037
74,0.0
75,0.0
76,0.0
77,0.44395464006713986
78,0.0
79,0.0
80,0.0
81,0.0
82,0.027480012774102208
83,0.004850087871855298
84,0.0
85,0.0
86,0.07717487066889092
87,0.039942022320024514
88,0.05394651313185285
89,0.0016396868442086201
90,0.0
91,0.07699461535367401
92,0.05361490050088252
93,0.11559908756840019
94,0.1318500608749021
95,0.44395464006713986
96,0.44395464006713986
97,0.13698066884867977
98,0.02772362904231723
99,0.0
100,0.08382684239893867
101,0.04158496591755421
102,0.0
103,0.1557301329968557
104,0.44395464006713986
105,0.1557026232874784
106,0.2714725783648332
107,0.062463699767570505
108,0.0
109,0.032007577904461036
110,0.005649180976662115
111,0.0
112,0.0
113,0.0898900850413427
114,0.046522809198791364
115,0.062834658627564
116,0.0019098391560570128
117,0.0
118,0.0004554285299806786
119,0.008064169472214073
120,0.0022694711750686526
121,0.0028245904883310575
122,0.08699600697848632
123,0.0
124,0.0054766535888202995
125,0.0
126,0.0
